Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Ukraine,UKR,2014,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.7767351561236
Ukraine,UKR,2013,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.9684843972951
Ukraine,UKR,2012,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.9403660292001
Ukraine,UKR,2011,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.0842113128596
Ukraine,UKR,2010,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,29.2164883574575
Ukraine,UKR,2009,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.1747404844291
Ukraine,UKR,2008,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,24.2472852912142
Ukraine,UKR,2007,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,27.7184054283291
Ukraine,UKR,2006,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.4084736556219
Ukraine,UKR,2005,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,30.9042904290429
Ukraine,UKR,2004,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,30.1866907557964
Ukraine,UKR,2003,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,37.608938547486
Ukraine,UKR,2002,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,60.3890611784607
Ukraine,UKR,2001,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,68.549958252157
Ukraine,UKR,2000,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,66.0696517412935
Ukraine,UKR,1999,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,65.0304083405734
Ukraine,UKR,1998,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,64.1936743459586
Ukraine,UKR,1997,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,62.5977410947003
Ukraine,UKR,1996,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,58.0715059588299
Ukraine,UKR,1995,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,56.9248162803844
Ukraine,UKR,1994,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,64.7887323943662
Ukraine,UKR,2023,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,7479000000
Ukraine,UKR,2022,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4664000000
Ukraine,UKR,2021,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,19829000000
Ukraine,UKR,2020,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,8629000000
Ukraine,UKR,2019,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,11371000000
Ukraine,UKR,2018,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,10581000000
Ukraine,UKR,2017,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,7691000000
Ukraine,UKR,2016,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5938000000
Ukraine,UKR,2015,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1992000000
Ukraine,UKR,2014,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,7034000000
Ukraine,UKR,2013,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,10800000000
Ukraine,UKR,2012,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,10047000000
Ukraine,UKR,2011,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,9281000000
Ukraine,UKR,2010,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,6724000000
Ukraine,UKR,2009,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,7064000000
Ukraine,UKR,2008,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,6959000000
Ukraine,UKR,2007,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4315000000
Ukraine,UKR,2006,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3054000000
Ukraine,UKR,2005,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1743000000
Ukraine,UKR,2004,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1034000000
Ukraine,UKR,2003,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,835000000
Ukraine,UKR,2002,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,769000000
Ukraine,UKR,2001,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,834000000
Ukraine,UKR,2000,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1085000000
Ukraine,UKR,1999,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,967000000
Ukraine,UKR,1998,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,993000000
Ukraine,UKR,1997,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,802000000
Ukraine,UKR,1996,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,673000000
Ukraine,UKR,1995,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,681000000
Ukraine,UKR,1994,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,400000000
Ukraine,UKR,2023,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,88830000000
Ukraine,UKR,2022,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,83254000000
Ukraine,UKR,2021,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,84175000000
Ukraine,UKR,2020,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,63085000000
Ukraine,UKR,2019,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,76067000000
Ukraine,UKR,2018,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,70555000000
Ukraine,UKR,2017,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,62688000000
Ukraine,UKR,2016,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,52461000000
Ukraine,UKR,2015,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,50224000000
Ukraine,UKR,2014,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,70042000000
Ukraine,UKR,2013,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,97353000000
Ukraine,UKR,2012,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,100862000000
Ukraine,UKR,2011,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,93797000000
Ukraine,UKR,2010,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,69608000000
Ukraine,UKR,2009,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,54037000000
Ukraine,UKR,2008,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,96848000000
Ukraine,UKR,2007,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,69543000000
Ukraine,UKR,2006,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,51425000000
Ukraine,UKR,2005,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,41952000000
Ukraine,UKR,2004,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,34481000000
Ukraine,UKR,2003,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,26030000000
Ukraine,UKR,2002,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,20163000000
Ukraine,UKR,2001,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,19382000000
Ukraine,UKR,2000,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,16922000000
Ukraine,UKR,1999,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,14247000000
Ukraine,UKR,1998,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,17798000000
Ukraine,UKR,1997,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,21891000000
Ukraine,UKR,1996,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,19850000000
Ukraine,UKR,1995,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,17278000000
Ukraine,UKR,1994,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,17409000000
Ukraine,UKR,2023,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.34254840872343
Ukraine,UKR,2022,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.91665162617767
Ukraine,UKR,2021,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.47156726768377
Ukraine,UKR,2020,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.28806879254747
Ukraine,UKR,2019,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.1489023226217
Ukraine,UKR,2018,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.11724137931034
Ukraine,UKR,2017,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.08856199339538
Ukraine,UKR,2016,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.48540847896981
Ukraine,UKR,2015,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,8.29147942550004
Ukraine,UKR,2014,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,7.22375020223265
Ukraine,UKR,2013,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,7.20888392580185
Ukraine,UKR,2012,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,7.40969223387484
Ukraine,UKR,2011,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,7.7710528282149
Ukraine,UKR,2010,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,9.22750157331655
Ukraine,UKR,2009,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,12.3356401384083
Ukraine,UKR,2008,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,9.93953603158934
Ukraine,UKR,2007,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,8.88040712468193
Ukraine,UKR,2006,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.86637696903857
Ukraine,UKR,2005,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.95049504950495
Ukraine,UKR,2004,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,8.16019271303824
Ukraine,UKR,2003,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,14.3240223463687
Ukraine,UKR,2002,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,7.21736678883564
Ukraine,UKR,2001,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.20261619816309
Ukraine,UKR,2000,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.27363184079602
Ukraine,UKR,1999,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.60556038227628
Ukraine,UKR,1998,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.51425224521671
Ukraine,UKR,1997,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.47523892267593
Ukraine,UKR,1996,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.27518959913326
Ukraine,UKR,1995,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.53985302430752
Ukraine,UKR,1994,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,12.6173708920188
Ukraine,UKR,2023,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,63473000000
Ukraine,UKR,2022,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,55551000000
Ukraine,UKR,2021,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,69755000000
Ukraine,UKR,2020,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,51921000000
Ukraine,UKR,2019,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,60352000000
Ukraine,UKR,2018,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,56055000000
Ukraine,UKR,2017,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,49364000000
Ukraine,UKR,2016,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,40502000000
Ukraine,UKR,2015,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,38875000000
Ukraine,UKR,2014,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,57680000000
Ukraine,UKR,2013,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,81234000000
Ukraine,UKR,2012,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,86273000000
Ukraine,UKR,2011,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,80414000000
Ukraine,UKR,2010,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,56896000000
Ukraine,UKR,2009,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,42477000000
Ukraine,UKR,2008,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,80640000000
Ukraine,UKR,2007,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,57753000000
Ukraine,UKR,2006,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,42220000000
Ukraine,UKR,2005,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,34377000000
Ukraine,UKR,2004,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,27839000000
Ukraine,UKR,2003,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,21555000000
Ukraine,UKR,2002,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,16616000000
Ukraine,UKR,2001,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,15789000000
Ukraine,UKR,2000,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,13907000000
Ukraine,UKR,1999,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,11945000000
Ukraine,UKR,1998,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,15237000000
Ukraine,UKR,1997,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,19589000000
Ukraine,UKR,1996,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,18004000000
Ukraine,UKR,1995,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,15509000000
Ukraine,UKR,1994,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,15705000000
Ukraine,UKR,2023,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,25357000000
Ukraine,UKR,2022,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,27703000000
Ukraine,UKR,2021,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,14420000000
Ukraine,UKR,2020,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,11164000000
Ukraine,UKR,2019,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,15715000000
Ukraine,UKR,2018,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,14500000000
Ukraine,UKR,2017,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,13324000000
Ukraine,UKR,2016,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,11959000000
Ukraine,UKR,2015,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,11349000000
Ukraine,UKR,2014,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,12362000000
Ukraine,UKR,2013,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,16119000000
Ukraine,UKR,2012,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,14589000000
Ukraine,UKR,2011,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,13383000000
Ukraine,UKR,2010,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,12712000000
Ukraine,UKR,2009,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,11560000000
Ukraine,UKR,2008,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,16208000000
Ukraine,UKR,2007,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,11790000000
Ukraine,UKR,2006,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,9205000000
Ukraine,UKR,2005,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,7575000000
Ukraine,UKR,2004,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,6642000000
Ukraine,UKR,2003,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,4475000000
Ukraine,UKR,2002,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,3547000000
Ukraine,UKR,2001,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,3593000000
Ukraine,UKR,2000,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,3015000000
Ukraine,UKR,1999,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,2302000000
Ukraine,UKR,1998,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,2561000000
Ukraine,UKR,1997,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,2302000000
Ukraine,UKR,1996,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,1846000000
Ukraine,UKR,1995,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,1769000000
Ukraine,UKR,1994,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,1704000000
Ukraine,UKR,2023,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,401000000
Ukraine,UKR,2022,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,349000000
Ukraine,UKR,2021,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,735000000
Ukraine,UKR,2020,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,495000000
Ukraine,UKR,2019,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,606000000
Ukraine,UKR,2018,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,592000000
Ukraine,UKR,2017,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,430000000
Ukraine,UKR,2016,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,358000000
Ukraine,UKR,2015,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,358000000
Ukraine,UKR,2014,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,552000000
Ukraine,UKR,2013,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1072000000
Ukraine,UKR,2012,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,727000000
Ukraine,UKR,2011,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,746000000
Ukraine,UKR,2010,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,744000000
Ukraine,UKR,2009,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,644000000
Ukraine,UKR,2008,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,754000000
Ukraine,UKR,2007,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,577000000
Ukraine,UKR,2006,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,428000000
Ukraine,UKR,2005,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,421000000
Ukraine,UKR,2004,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,268000000
Ukraine,UKR,2003,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,292000000
Ukraine,UKR,2002,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,110000000
Ukraine,UKR,2001,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,183000000
Ukraine,UKR,2000,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,663000000
Ukraine,UKR,2023,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,96309000000
Ukraine,UKR,2022,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,87918000000
Ukraine,UKR,2021,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,104004000000
Ukraine,UKR,2020,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,71714000000
Ukraine,UKR,2019,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,87438000000
Ukraine,UKR,2018,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,81136000000
Ukraine,UKR,2017,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,70379000000
Ukraine,UKR,2016,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,58399000000
Ukraine,UKR,2015,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,52216000000
Ukraine,UKR,2014,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,77076000000
Ukraine,UKR,2013,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,108153000000
Ukraine,UKR,2012,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,110909000000
Ukraine,UKR,2011,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,103078000000
Ukraine,UKR,2010,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,76332000000
Ukraine,UKR,2009,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,61101000000
Ukraine,UKR,2008,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,103807000000
Ukraine,UKR,2007,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,73858000000
Ukraine,UKR,2006,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,54479000000
Ukraine,UKR,2005,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,43695000000
Ukraine,UKR,2004,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,35515000000
Ukraine,UKR,2003,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,26865000000
Ukraine,UKR,2002,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,20932000000
Ukraine,UKR,2001,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,20216000000
Ukraine,UKR,2000,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,18007000000
Ukraine,UKR,1999,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,15214000000
Ukraine,UKR,1998,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,18791000000
